,user,session,feature,param,acc
575,12,20131201,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.7304913401603699
579,12,20131201,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7283236980438232
592,12,20131207,de_LDS_lr17_0.05,{'lr17:0.05'},0.7225433588027954
594,12,20131201,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.7218208312988281
596,12,20131201,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.7218208312988281
598,12,20131201,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.7210982441902161
602,12,20131201,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7196531891822815
607,12,20131201,de_LDS_lr10_0.001,{'lr10:0.001'},0.7174855470657349
651,12,20131201,de_LDS_lr12_0.005,{'lr12:0.005'},0.7030346989631653
693,12,20131201,de_LDS_lr16_0.03,{'lr16:0.03'},0.6835260391235352
721,12,20131201,de_LDS_lr11_0.003,{'lr11:0.003'},0.6654624342918396
775,12,20131201,de_LDS_lr18_0.07,{'lr18:0.07'},0.6322254538536072
787,12,20131201,de_LDS_lr13_0.007,{'lr13:0.007'},0.6242774724960327
796,12,20131207,de_LDS_lr16_0.03,{'lr16:0.03'},0.6199421882629395
803,12,20131201,de_LDS_lr14_0.009,{'lr14:0.009'},0.6170520186424255
837,12,20131201,de_LDS_lr19_0.09,{'lr19:0.09'},0.5411849617958069
87,11,20140630,de_LDS_lr11_0.003,{'lr11:0.003'},0.9696531891822815
89,11,20140630,de_LDS_lr12_0.005,{'lr12:0.005'},0.9696531891822815
101,11,20140630,de_LDS_lr14_0.009,{'lr14:0.009'},0.964595377445221
102,11,20140630,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.9631502628326416
105,11,20140630,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.9595375657081604
106,11,20140630,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.9580925107002258
108,11,20140630,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.9566473960876465
109,11,20140630,de_LDS_lr10_0.001,{'lr10:0.001'},0.9566473960876465
111,11,20140630,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.9559248685836792
113,11,20140630,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.9537572264671326
114,11,20140630,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.9530346989631653
119,11,20140630,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.9501445293426514
120,11,20140630,de_LDS_lr15_0.01,{'lr15:0.01'},0.9501445293426514
122,11,20140630,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.9501445293426514
125,11,20140630,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9494219422340393
204,11,20140630,de_LDS_lr13_0.007,{'lr13:0.007'},0.9053468108177185
280,11,20140630,de_LDS_lr16_0.03,{'lr16:0.03'},0.8706647157669067
446,11,20140630,de_LDS_lr19_0.09,{'lr19:0.09'},0.7947976589202881
457,11,20140618,de_LDS_lr14_0.009,{'lr14:0.009'},0.7897399067878723
477,11,20140630,de_LDS_lr17_0.05,{'lr17:0.05'},0.7825144529342651
489,11,20140618,de_LDS_lr13_0.007,{'lr13:0.007'},0.7781791687011719
528,11,20140618,de_LDS_lr12_0.005,{'lr12:0.005'},0.7543352842330933
533,11,20140618,de_LDS_lr18_0.07,{'lr18:0.07'},0.7507225275039673
551,11,20140630,de_LDS_lr18_0.07,{'lr18:0.07'},0.7427745461463928
567,11,20140625,de_LDS_lr11_0.003,{'lr11:0.003'},0.7348265647888184
627,11,20140618,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7088150382041931
645,11,20140618,de_LDS_lr19_0.09,{'lr19:0.09'},0.7044797539710999
656,11,20140625,de_LDS_lr17_0.05,{'lr17:0.05'},0.7015895843505859
663,11,20140618,de_LDS_lr16_0.03,{'lr16:0.03'},0.698699414730072
664,11,20140618,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.698699414730072
697,11,20140618,de_LDS_lr11_0.003,{'lr11:0.003'},0.6813583970069885
708,11,20140618,de_LDS_lr10_0.001,{'lr10:0.001'},0.6712427735328674
719,11,20140618,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.6654624342918396
732,11,20140618,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.6567919254302979
747,11,20140625,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.647398829460144
755,11,20140618,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.6437861323356628
757,11,20140625,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.6437861323356628
758,11,20140625,de_LDS_lr12_0.005,{'lr12:0.005'},0.6430636048316956
772,11,20140625,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.6329479813575745
777,11,20140618,de_LDS_lr15_0.01,{'lr15:0.01'},0.6300578117370605
780,11,20140618,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.6278901696205139
782,11,20140618,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6271676421165466
788,11,20140625,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.6235548853874207
791,11,20140618,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.6221098303794861
795,11,20140618,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.6206647157669067
797,11,20140625,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.6199421882629395
799,11,20140625,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6184971332550049
809,11,20140618,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6091040372848511
810,11,20140625,de_LDS_lr10_0.001,{'lr10:0.001'},0.6076589822769165
813,11,20140625,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6047688126564026
815,11,20140625,de_LDS_lr19_0.09,{'lr19:0.09'},0.6033236980438232
819,11,20140625,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.5982658863067627
823,11,20140618,de_LDS_lr17_0.05,{'lr17:0.05'},0.589595377445221
830,11,20140625,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.5657514333724976
833,11,20140625,de_LDS_lr15_0.01,{'lr15:0.01'},0.5585260391235352
835,11,20140625,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.5484104156494141
839,11,20140625,de_LDS_lr14_0.009,{'lr14:0.009'},0.5296242833137512
840,11,20140625,de_LDS_lr13_0.007,{'lr13:0.007'},0.5289017558097839
846,11,20140625,de_LDS_lr16_0.03,{'lr16:0.03'},0.5043352842330933
849,11,20140625,de_LDS_lr18_0.07,{'lr18:0.07'},0.463150292634964
169,10,20131211,de_LDS_lr11_0.003,{'lr11:0.003'},0.9248554706573486
203,10,20131211,de_LDS_lr12_0.005,{'lr12:0.005'},0.9053468108177185
248,10,20131211,de_LDS_lr19_0.09,{'lr19:0.09'},0.8829479813575745
249,10,20131211,de_LDS_lr13_0.007,{'lr13:0.007'},0.8829479813575745
275,10,20131211,de_LDS_lr15_0.01,{'lr15:0.01'},0.8721098303794861
281,10,20131211,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.8706647157669067
288,10,20131211,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8670520186424255
302,10,20131211,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8518785834312439
320,10,20131211,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.8460982441902161
345,10,20131211,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8330925107002258
352,10,20131211,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8309248685836792
355,10,20131211,de_LDS_lr10_0.001,{'lr10:0.001'},0.8302023410797119
361,10,20131211,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.8273121118545532
443,10,20131211,de_LDS_lr18_0.07,{'lr18:0.07'},0.7955202460289001
464,10,20131211,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.7875722646713257
465,10,20131211,de_LDS_lr14_0.009,{'lr14:0.009'},0.7875722646713257
473,10,20131211,de_LDS_lr17_0.05,{'lr17:0.05'},0.7839595079421997
476,10,20131211,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7825144529342651
556,10,20131211,de_LDS_lr16_0.03,{'lr16:0.03'},0.740606963634491
562,10,20131130,de_LDS_lr11_0.003,{'lr11:0.003'},0.7377167344093323
580,10,20131211,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.7283236980438232
585,10,20131204,de_LDS_lr10_0.001,{'lr10:0.001'},0.7254335284233093
601,10,20131130,de_LDS_lr19_0.09,{'lr19:0.09'},0.7203757166862488
603,10,20131204,de_LDS_lr15_0.01,{'lr15:0.01'},0.7196531891822815
615,10,20131130,de_LDS_lr15_0.01,{'lr15:0.01'},0.714595377445221
648,10,20131130,de_LDS_lr13_0.007,{'lr13:0.007'},0.7037572264671326
653,10,20131204,de_LDS_lr13_0.007,{'lr13:0.007'},0.7023121118545532
666,10,20131130,de_LDS_lr10_0.001,{'lr10:0.001'},0.6979768872261047
703,10,20131204,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.6755780577659607
720,10,20131130,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.6654624342918396
727,10,20131130,de_LDS_lr12_0.005,{'lr12:0.005'},0.6589595079421997
729,10,20131204,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.6567919254302979
736,10,20131130,de_LDS_lr16_0.03,{'lr16:0.03'},0.6553468108177185
738,10,20131204,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.6531791687011719
746,10,20131130,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.647398829460144
748,10,20131130,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.647398829460144
749,10,20131130,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.6466763019561768
750,10,20131204,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6466763019561768
753,10,20131130,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.6459537744522095
761,10,20131204,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6416184902191162
763,10,20131130,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.6401734352111816
767,10,20131204,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.638005793094635
769,10,20131130,de_LDS_lr14_0.009,{'lr14:0.009'},0.6351156234741211
770,10,20131130,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.634393036365509
773,10,20131130,de_LDS_lr18_0.07,{'lr18:0.07'},0.6329479813575745
776,10,20131204,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.6307803392410278
779,10,20131130,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6286126971244812
798,10,20131130,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6199421882629395
800,10,20131130,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6184971332550049
804,10,20131204,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.615606963634491
806,10,20131204,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.611994206905365
807,10,20131204,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6105491518974304
822,10,20131204,de_LDS_lr11_0.003,{'lr11:0.003'},0.5903179049491882
826,10,20131204,de_LDS_lr18_0.07,{'lr18:0.07'},0.5816473960876465
827,10,20131204,de_LDS_lr14_0.009,{'lr14:0.009'},0.5780346989631653
831,10,20131204,de_LDS_lr19_0.09,{'lr19:0.09'},0.5635837912559509
834,10,20131204,de_LDS_lr12_0.005,{'lr12:0.005'},0.5556358098983765
836,10,20131130,de_LDS_lr17_0.05,{'lr17:0.05'},0.5469653010368347
847,10,20131204,de_LDS_lr16_0.03,{'lr16:0.03'},0.49132949113845825
848,10,20131204,de_LDS_lr17_0.05,{'lr17:0.05'},0.4725433588027954
112,1,20131027,de_LDS_lr15_0.01,{'lr15:0.01'},0.9552023410797119
117,1,20131027,de_LDS_lr14_0.009,{'lr14:0.009'},0.9515895843505859
118,1,20131027,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.9508670568466187
135,1,20131027,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.9450867176055908
139,1,20131027,de_LDS_lr11_0.003,{'lr11:0.003'},0.9414739608764648
141,1,20131027,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.9407514333724976
142,1,20131027,de_LDS_lr10_0.001,{'lr10:0.001'},0.9407514333724976
143,1,20131027,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.9400289058685303
148,1,20131027,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.9371387362480164
150,1,20131027,de_LDS_lr18_0.07,{'lr18:0.07'},0.935693621635437
151,1,20131027,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.935693621635437
157,1,20131027,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.9328034520149231
164,1,20131027,de_LDS_lr13_0.007,{'lr13:0.007'},0.9277456402778625
167,1,20131027,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.926300585269928
171,1,20131027,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.9234104156494141
180,1,20131027,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.9176300764083862
201,1,20131027,de_LDS_lr19_0.09,{'lr19:0.09'},0.9060693383216858
225,1,20131027,de_LDS_lr12_0.005,{'lr12:0.005'},0.8945086598396301
241,1,20131027,de_LDS_lr16_0.03,{'lr16:0.03'},0.888005793094635
266,1,20131027,de_LDS_lr17_0.05,{'lr17:0.05'},0.8778901696205139
317,1,20131030,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.8475433588027954
371,1,20131030,de_LDS_lr12_0.005,{'lr12:0.005'},0.8251445293426514
375,1,20131030,de_LDS_lr18_0.07,{'lr18:0.07'},0.8215317726135254
395,1,20131030,de_LDS_lr11_0.003,{'lr11:0.003'},0.814306378364563
398,1,20131030,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.8135837912559509
400,1,20131030,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.8135837912559509
416,1,20131030,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.8056358098983765
418,1,20131030,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.8049132823944092
423,1,20131030,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.8041907548904419
429,1,20131030,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.8020231127738953
431,1,20131030,de_LDS_lr13_0.007,{'lr13:0.007'},0.801300585269928
434,1,20131030,de_LDS_lr10_0.001,{'lr10:0.001'},0.8005780577659607
438,1,20131030,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.7984104156494141
452,1,20131030,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.7919074892997742
456,1,20131030,de_LDS_lr15_0.01,{'lr15:0.01'},0.7904624342918396
459,1,20131030,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.7897399067878723
495,1,20131030,de_LDS_lr14_0.009,{'lr14:0.009'},0.7738439440727234
552,1,20131030,de_LDS_lr16_0.03,{'lr16:0.03'},0.7427745461463928
588,1,20131030,de_LDS_lr17_0.05,{'lr17:0.05'},0.7232658863067627
701,1,20131107,de_LDS_lr9_0.0009,{'lr9:0.0009'},0.6755780577659607
704,1,20131107,de_LDS_lr8_0.0007,{'lr8:0.0007'},0.6748554706573486
710,1,20131107,de_LDS_lr7_0.0005,{'lr7:0.0005'},0.6705202460289001
711,1,20131107,de_LDS_lr10_0.001,{'lr10:0.001'},0.6705202460289001
716,1,20131107,de_LDS_lr2_5e-05,{'lr2:5e-05'},0.6676300764083862
718,1,20131107,de_LDS_lr6_0.0003,{'lr6:0.0003'},0.6669074892997742
725,1,20131107,de_LDS_lr5_0.0001,{'lr5:0.0001'},0.6611271500587463
728,1,20131107,de_LDS_lr4_9e-05,{'lr4:9e-05'},0.6575144529342651
730,1,20131107,de_LDS_lr1_3e-05,{'lr1:3e-05'},0.6567919254302979
735,1,20131107,de_LDS_lr0_1e-05,{'lr0:1e-05'},0.6560693383216858
751,1,20131107,de_LDS_lr3_7e-05,{'lr3:7e-05'},0.6459537744522095
760,1,20131107,de_LDS_lr14_0.009,{'lr14:0.009'},0.6423410177230835
781,1,20131107,de_LDS_lr12_0.005,{'lr12:0.005'},0.6278901696205139
811,1,20131107,de_LDS_lr13_0.007,{'lr13:0.007'},0.6069363951683044
812,1,20131107,de_LDS_lr17_0.05,{'lr17:0.05'},0.6047688126564026
818,1,20131107,de_LDS_lr11_0.003,{'lr11:0.003'},0.59898841381073
820,1,20131107,de_LDS_lr18_0.07,{'lr18:0.07'},0.5968208312988281
821,1,20131107,de_LDS_lr15_0.01,{'lr15:0.01'},0.5903179049491882
828,1,20131030,de_LDS_lr19_0.09,{'lr19:0.09'},0.5686416029930115
841,1,20131107,de_LDS_lr16_0.03,{'lr16:0.03'},0.5238439440727234
843,1,20131107,de_LDS_lr19_0.09,{'lr19:0.09'},0.5115606784820557
